frame,track_id,future_step,future_frame,future_x,future_y,sigma_x,sigma_y
7,2,14,21,204.64,229.29,31.29,19.99
7,2,15,22,204.62,229.29,32.37,20.69
7,3,1,8,73.68,284.52,9.57,9.26
7,3,2,9,73.63,284.52,12.07,11.74
7,3,3,10,73.58,284.53,14.15,13.78
7,3,4,11,73.53,284.53,15.96,15.57
7,3,5,12,73.48,284.54,17.60,17.18
7,3,6,13,73.43,284.54,19.11,18.65
7,3,7,14,73.38,284.54,20.51,20.03
7,3,8,15,73.33,284.55,21.83,21.31
7,3,9,16,73.28,284.55,23.08,22.53
7,3,10,17,73.23,284.56,24.27,23.70
7,3,11,18,73.18,284.56,25.41,24.81
7,3,12,19,73.13,284.57,26.51,25.88
7,3,13,20,73.08,284.57,27.57,26.91
7,3,14,21,73.03,284.58,28.60,27.90
7,3,15,22,72.98,284.58,29.59,28.87
7,10,1,8,114.03,212.92,2.05,5.10
7,10,2,9,114.03,212.94,2.61,6.62
7,10,3,10,114.03,212.96,3.07,7.86
7,10,4,11,114.03,212.97,3.47,8.93
